antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'Premium_25', 'Occupation_Farmer'})",frozenset({'Benefit_30'}),0.03333333333333333,0.20902777777777778,0.02013888888888889,0.6041666666666667,2.8903654485049834,1.0,0.013171296296296297,1.998245614035088,0.6765755053507728,0.09062500000000001,0.4995610184372257,0.3502560908084164
"frozenset({'Income_10L+', 'Premium_5', 'Occupation_Farmer'})",frozenset({'Benefit_10'}),0.008333333333333333,0.0962962962962963,0.005092592592592593,0.6111111111111112,6.346153846153847,1.0,0.004290123456790124,2.323809523809524,0.8495034377387318,0.051162790697674425,0.569672131147541,0.3319978632478633
"frozenset({'Premium_5', 'Occupation_Business Owner', 'Income_3–6L'})",frozenset({'Benefit_10'}),0.008333333333333333,0.0962962962962963,0.005092592592592593,0.6111111111111112,6.346153846153847,1.0,0.004290123456790124,2.323809523809524,0.8495034377387318,0.051162790697674425,0.569672131147541,0.3319978632478633
"frozenset({'Premium_5', 'Occupation_Engineer', 'Income_6–10L'})",frozenset({'Benefit_10'}),0.008333333333333333,0.0962962962962963,0.005092592592592593,0.6111111111111112,6.346153846153847,1.0,0.004290123456790124,2.323809523809524,0.8495034377387318,0.051162790697674425,0.569672131147541,0.3319978632478633
"frozenset({'Income_<3L', 'Premium_5', 'Children_Yes'})",frozenset({'Benefit_15'}),0.025,0.20023148148148148,0.015277777777777777,0.611111111111111,3.052023121387283,1.0,0.01027199074074074,2.0565476190476186,0.6895881895881896,0.07276736493936053,0.5137481910274962,0.34370584457289655
"frozenset({'Premium_10', 'Gender_Female', 'Occupation_Teacher'})",frozenset({'Benefit_15'}),0.016666666666666666,0.20023148148148148,0.010185185185185186,0.6111111111111112,3.0520231213872835,1.0,0.006847993827160495,2.056547619047619,0.6837442218798151,0.049272116461366186,0.5137481910274965,0.33098908156711626
"frozenset({'Income_<3L', 'Gender_Male', 'Premium_5'})",frozenset({'Benefit_15'}),0.025,0.20023148148148148,0.015046296296296295,0.6018518518518517,3.0057803468208086,1.0,0.010040509259259258,2.0087209302325575,0.6844181459566074,0.07158590308370044,0.5021707670043414,0.338498180261186
"frozenset({'Income_10L+', 'Premium_5', 'Occupation_Self-employed'})",frozenset({'Benefit_15'}),0.008333333333333333,0.20023148148148148,0.005092592592592593,0.6111111111111112,3.0520231213872835,1.0,0.0034239969135802474,2.056547619047619,0.6779984721161192,0.025028441410693974,0.5137481910274965,0.3182723185613359
"frozenset({'Occupation_Engineer', 'Premium_5', 'Income_3–6L'})",frozenset({'Benefit_15'}),0.008333333333333333,0.20023148148148148,0.005324074074074074,0.6388888888888888,3.190751445086705,1.0,0.0036554783950617283,2.2147435897435894,0.6923639020825721,0.026195899772209565,0.5484804630969609,0.3327392421323057
"frozenset({'Income_6–10L', 'Premium_5', 'Occupation_Business Owner'})",frozenset({'Benefit_15'}),0.008333333333333333,0.20023148148148148,0.005324074074074074,0.6388888888888888,3.190751445086705,1.0,0.0036554783950617283,2.2147435897435894,0.6923639020825721,0.026195899772209565,0.5484804630969609,0.3327392421323057
"frozenset({'Premium_10', 'Income_6–10L', 'Occupation_Teacher'})",frozenset({'Benefit_15'}),0.008333333333333333,0.20023148148148148,0.005324074074074074,0.6388888888888888,3.190751445086705,1.0,0.0036554783950617283,2.2147435897435894,0.6923639020825721,0.026195899772209565,0.5484804630969609,0.3327392421323057
"frozenset({'Income_<3L', 'Marital_Single', 'Premium_5'})",frozenset({'Benefit_15'}),0.016666666666666666,0.20023148148148148,0.010648148148148148,0.6388888888888888,3.190751445086705,1.0,0.007310956790123457,2.2147435897435894,0.6982313927781872,0.051627384960718295,0.5484804630969609,0.34603403982016695
"frozenset({'Income_<3L', 'Occupation_Clerk', 'Premium_5'})",frozenset({'Benefit_15'}),0.008333333333333333,0.20023148148148148,0.005324074074074074,0.6388888888888888,3.190751445086705,1.0,0.0036554783950617283,2.2147435897435894,0.6923639020825721,0.026195899772209565,0.5484804630969609,0.3327392421323057
"frozenset({'Income_<3L', 'Premium_5', 'Occupation_Farmer'})",frozenset({'Benefit_15'}),0.008333333333333333,0.20023148148148148,0.005324074074074074,0.6388888888888888,3.190751445086705,1.0,0.0036554783950617283,2.2147435897435894,0.6923639020825721,0.026195899772209565,0.5484804630969609,0.3327392421323057
"frozenset({'Marital_Widowed', 'Premium_5', 'Location_Rural'})",frozenset({'Benefit_15'}),0.022222222222222223,0.20023148148148148,0.013425925925925926,0.6041666666666666,3.0173410404624277,1.0,0.008976337448559671,2.0204678362573096,0.6837774294670848,0.06423034330011074,0.5050651230101302,0.33560934489402694
"frozenset({'Occupation_Clerk', 'Premium_10', 'Location_Rural'})",frozenset({'Benefit_15'}),0.011111111111111112,0.20023148148148148,0.006944444444444444,0.6249999999999999,3.1213872832369938,1.0,0.0047196502057613166,2.1327160493827155,0.6872659176029963,0.03397508493771235,0.5311143270622285,0.3298410404624277
"frozenset({'Location_Rural', 'Premium_5', 'Occupation_Self-employed'})",frozenset({'Benefit_15'}),0.011111111111111112,0.20023148148148148,0.006712962962962963,0.6041666666666666,3.0173410404624277,1.0,0.004488168724279836,2.0204678362573096,0.6760945370011623,0.032805429864253395,0.5050651230101302,0.31884633911368016
"frozenset({'Premium_10', 'Occupation_Teacher', 'Location_Rural'})",frozenset({'Benefit_15'}),0.011111111111111112,0.20023148148148148,0.007175925925925926,0.6458333333333333,3.2254335260115603,1.0,0.004951131687242798,2.2581699346405224,0.6977165639724537,0.035147392290249435,0.5571635311143269,0.3408357418111753
"frozenset({'Premium_5', 'Occupation_Clerk', 'Marital_Married'})",frozenset({'Benefit_15'}),0.011111111111111112,0.20023148148148148,0.006712962962962963,0.6041666666666666,3.0173410404624277,1.0,0.004488168724279836,2.0204678362573096,0.6760945370011623,0.032805429864253395,0.5050651230101302,0.31884633911368016
"frozenset({'Marital_Single', 'Premium_5', 'Occupation_Self-employed'})",frozenset({'Benefit_15'}),0.011111111111111112,0.20023148148148148,0.006712962962962963,0.6041666666666666,3.0173410404624277,1.0,0.004488168724279836,2.0204678362573096,0.6760945370011623,0.032805429864253395,0.5050651230101302,0.31884633911368016
"frozenset({'Marital_Widowed', 'Premium_5', 'Occupation_Engineer'})",frozenset({'Benefit_15'}),0.011111111111111112,0.20023148148148148,0.006712962962962963,0.6041666666666666,3.0173410404624277,1.0,0.004488168724279836,2.0204678362573096,0.6760945370011623,0.032805429864253395,0.5050651230101302,0.31884633911368016
"frozenset({'Marital_Widowed', 'Premium_5', 'Occupation_Teacher'})",frozenset({'Benefit_15'}),0.011111111111111112,0.20023148148148148,0.006944444444444444,0.6249999999999999,3.1213872832369938,1.0,0.0047196502057613166,2.1327160493827155,0.6872659176029963,0.03397508493771235,0.5311143270622285,0.3298410404624277
"frozenset({'Gender_Male', 'Premium_10', 'Children_Yes'})",frozenset({'Benefit_20'}),0.05,0.20439814814814813,0.03009259259259259,0.6018518518518517,2.944507361268403,1.0,0.019872685185185184,1.9982558139534878,0.6951417004048583,0.13415892672858615,0.49956357288332837,0.37453860995763594
"frozenset({'Premium_10', 'Occupation_Business Owner', 'Children_Yes'})",frozenset({'Benefit_20'}),0.016666666666666666,0.20439814814814813,0.010185185185185186,0.6111111111111112,2.989807474518687,1.0,0.00677854938271605,2.0458333333333334,0.6768104776579353,0.04829857299670692,0.5112016293279023,0.3304706178432113
"frozenset({'Gender_Male', 'Premium_10', 'Location_Semi-urban'})",frozenset({'Benefit_20'}),0.03333333333333333,0.20439814814814813,0.02013888888888889,0.6041666666666667,2.9558323895809746,1.0,0.013325617283950618,2.009941520467837,0.6845025762980578,0.09255319148936172,0.502473086994472,0.35134720649301626
"frozenset({'Gender_Male', 'Premium_10', 'Occupation_Business Owner'})",frozenset({'Benefit_20'}),0.016666666666666666,0.20439814814814813,0.010185185185185186,0.6111111111111112,2.989807474518687,1.0,0.00677854938271605,2.0458333333333334,0.6768104776579353,0.04829857299670692,0.5112016293279023,0.3304706178432113
"frozenset({'Gender_Male', 'Premium_15', 'Occupation_Teacher'})",frozenset({'Benefit_20'}),0.016666666666666666,0.20439814814814813,0.01087962962962963,0.6527777777777778,3.1936579841449606,1.0,0.007472993827160494,2.291333333333333,0.6985214569058782,0.05176211453744494,0.5635728833284841,0.3530027054234302
"frozenset({'Income_10L+', 'Premium_10', 'Location_Semi-urban'})",frozenset({'Benefit_20'}),0.016666666666666666,0.20439814814814813,0.010185185185185186,0.6111111111111112,2.989807474518687,1.0,0.00677854938271605,2.0458333333333334,0.6768104776579353,0.04829857299670692,0.5112016293279023,0.3304706178432113
"frozenset({'Income_10L+', 'Marital_Widowed', 'Premium_15'})",frozenset({'Benefit_20'}),0.016666666666666666,0.20439814814814813,0.012037037037037037,0.7222222222222222,3.533408833522084,1.0,0.008630401234567901,2.8641666666666663,0.7291395045632334,0.0575858250276855,0.6508583066627873,0.39055618472379516
"frozenset({'Income_10L+', 'Premium_15', 'Occupation_Farmer'})",frozenset({'Benefit_20'}),0.008333333333333333,0.20439814814814813,0.005092592592592593,0.6111111111111112,2.989807474518687,1.0,0.003389274691358025,2.0458333333333334,0.6711229946524063,0.02452619843924192,0.5112016293279023,0.31801308669938344
"frozenset({'Income_10L+', 'Premium_10', 'Occupation_Teacher'})",frozenset({'Benefit_20'}),0.008333333333333333,0.20439814814814813,0.005092592592592593,0.6111111111111112,2.989807474518687,1.0,0.003389274691358025,2.0458333333333334,0.6711229946524063,0.02452619843924192,0.5112016293279023,0.31801308669938344
"frozenset({'Income_10L+', 'Premium_15', 'Occupation_Teacher'})",frozenset({'Benefit_20'}),0.008333333333333333,0.20439814814814813,0.005324074074074074,0.6388888888888888,3.1257078142695356,1.0,0.003620756172839506,2.203205128205128,0.6857873584216295,0.025669642857142856,0.5461157986616234,0.33246822700390083
"frozenset({'Premium_10', 'Income_3–6L', 'Occupation_Farmer'})",frozenset({'Benefit_20'}),0.008333333333333333,0.20439814814814813,0.005092592592592593,0.6111111111111112,2.989807474518687,1.0,0.003389274691358025,2.0458333333333334,0.6711229946524063,0.02452619843924192,0.5112016293279023,0.31801308669938344
"frozenset({'Income_3–6L', 'Premium_15', 'Occupation_Self-employed'})",frozenset({'Benefit_20'}),0.008333333333333333,0.20439814814814813,0.005324074074074074,0.6388888888888888,3.1257078142695356,1.0,0.003620756172839506,2.203205128205128,0.6857873584216295,0.025669642857142856,0.5461157986616234,0.33246822700390083
"frozenset({'Income_6–10L', 'Premium_15', 'Occupation_Teacher'})",frozenset({'Benefit_20'}),0.008333333333333333,0.20439814814814813,0.005324074074074074,0.6388888888888888,3.1257078142695356,1.0,0.003620756172839506,2.203205128205128,0.6857873584216295,0.025669642857142856,0.5461157986616234,0.33246822700390083
"frozenset({'Income_<3L', 'Marital_Married', 'Premium_10'})",frozenset({'Benefit_20'}),0.016666666666666666,0.20439814814814813,0.010185185185185186,0.6111111111111112,2.989807474518687,1.0,0.00677854938271605,2.0458333333333334,0.6768104776579353,0.04829857299670692,0.5112016293279023,0.3304706178432113
"frozenset({'Occupation_Teacher', 'Premium_15', 'Location_Rural'})",frozenset({'Benefit_20'}),0.011111111111111112,0.20439814814814813,0.006712962962962963,0.6041666666666666,2.955832389580974,1.0,0.004441872427983539,2.009941520467836,0.6691204959318092,0.032150776053215084,0.5024730869944719,0.31850462438656096
"frozenset({'Premium_15', 'Marital_Married', 'Location_Semi-urban'})",frozenset({'Benefit_20'}),0.022222222222222223,0.20439814814814813,0.013425925925925926,0.6041666666666666,2.955832389580974,1.0,0.008883744855967077,2.009941520467836,0.6767241379310345,0.06297502714440825,0.5024730869944719,0.33492591543978856
"frozenset({'Premium_10', 'Occupation_Business Owner', 'Location_Semi-urban'})",frozenset({'Benefit_20'}),0.011111111111111112,0.20439814814814813,0.006944444444444444,0.6249999999999999,3.0577576443941106,1.0,0.0046733539094650205,2.1216049382716045,0.6805243445692885,0.033296337402885685,0.5286587139947627,0.32948754246885614
"frozenset({'Marital_Married', 'Location_Urban', 'Premium_10'})",frozenset({'Benefit_20'}),0.022222222222222223,0.20439814814814813,0.013888888888888888,0.6249999999999999,3.0577576443941106,1.0,0.009346707818930041,2.1216049382716045,0.6882575757575758,0.06528835690968444,0.5286587139947627,0.3464750849377123
"frozenset({'Location_Urban', 'Occupation_Clerk', 'Premium_10'})",frozenset({'Benefit_20'}),0.011111111111111112,0.20439814814814813,0.007638888888888889,0.6875,3.3635334088335225,1.0,0.005367798353909464,2.5459259259259257,0.710589036431733,0.03674832962138085,0.6072155949956357,0.3624362967157418
"frozenset({'Location_Urban', 'Premium_15', 'Occupation_Teacher'})",frozenset({'Benefit_20'}),0.011111111111111112,0.20439814814814813,0.006944444444444444,0.6249999999999999,3.0577576443941106,1.0,0.0046733539094650205,2.1216049382716045,0.6805243445692885,0.033296337402885685,0.5286587139947627,0.32948754246885614
"frozenset({'Occupation_Clerk', 'Premium_10', 'Marital_Married'})",frozenset({'Benefit_20'}),0.011111111111111112,0.20439814814814813,0.007175925925925926,0.6458333333333333,3.159682899207248,1.0,0.004904835390946502,2.2464052287581695,0.6911924610366075,0.034444444444444444,0.5548443409950538,0.3404704605511513
"frozenset({'Marital_Married', 'Premium_15', 'Occupation_Teacher'})",frozenset({'Benefit_20'}),0.011111111111111112,0.20439814814814813,0.007175925925925926,0.6458333333333333,3.159682899207248,1.0,0.004904835390946502,2.2464052287581695,0.6911924610366075,0.034444444444444444,0.5548443409950538,0.3404704605511513
"frozenset({'Marital_Widowed', 'Premium_15', 'Occupation_Farmer'})",frozenset({'Benefit_20'}),0.011111111111111112,0.20439814814814813,0.007175925925925926,0.6458333333333333,3.159682899207248,1.0,0.004904835390946502,2.2464052287581695,0.6911924610366075,0.034444444444444444,0.5548443409950538,0.3404704605511513
"frozenset({'Marital_Widowed', 'Premium_10', 'Occupation_Self-employed'})",frozenset({'Benefit_20'}),0.011111111111111112,0.20439814814814813,0.006712962962962963,0.6041666666666666,2.955832389580974,1.0,0.004441872427983539,2.009941520467836,0.6691204959318092,0.032150776053215084,0.5024730869944719,0.31850462438656096
"frozenset({'Marital_Widowed', 'Premium_15', 'Occupation_Self-employed'})",frozenset({'Benefit_20'}),0.011111111111111112,0.20439814814814813,0.007175925925925926,0.6458333333333333,3.159682899207248,1.0,0.004904835390946502,2.2464052287581695,0.6911924610366075,0.034444444444444444,0.5548443409950538,0.3404704605511513
"frozenset({'Children_No', 'Occupation_Business Owner', 'Premium_15'})",frozenset({'Benefit_25'}),0.016666666666666666,0.2900462962962963,0.010416666666666666,0.625,2.154828411811652,1.0,0.005582561728395061,1.89320987654321,0.5450094161958569,0.03515625,0.47179654385392894,0.33045690343176376
"frozenset({'Premium_25', 'Occupation_Clerk', 'Children_Yes'})",frozenset({'Benefit_25'}),0.016666666666666666,0.2900462962962963,0.010185185185185186,0.6111111111111112,2.1069433359936154,1.0,0.005351080246913581,1.8255952380952383,0.5342835130970724,0.03434816549570648,0.452233452885556,0.3231134166888357
"frozenset({'Premium_20', 'Occupation_Clerk', 'Income_10L+'})",frozenset({'Benefit_25'}),0.008333333333333333,0.2900462962962963,0.005092592592592593,0.6111111111111112,2.1069433359936154,1.0,0.0026755401234567905,1.8255952380952383,0.5297937356760886,0.017363851617995266,0.452233452885556,0.31433448612219567
"frozenset({'Occupation_Business Owner', 'Premium_15', 'Income_3–6L'})",frozenset({'Benefit_25'}),0.008333333333333333,0.2900462962962963,0.0060185185185185185,0.7222222222222222,2.490023942537909,1.0,0.003601466049382716,2.555833333333333,0.6034259857789269,0.02058590657165479,0.6087381806325399,0.3714862108716857
"frozenset({'Occupation_Clerk', 'Income_3–6L', 'Premium_25'})",frozenset({'Benefit_25'}),0.008333333333333333,0.2900462962962963,0.005092592592592593,0.6111111111111112,2.1069433359936154,1.0,0.0026755401234567905,1.8255952380952383,0.5297937356760886,0.017363851617995266,0.452233452885556,0.31433448612219567
"frozenset({'Income_<3L', 'Premium_15', 'Location_Rural'})",frozenset({'Benefit_25'}),0.016666666666666666,0.2900462962962963,0.010416666666666666,0.625,2.154828411811652,1.0,0.005582561728395061,1.89320987654321,0.5450094161958569,0.03515625,0.47179654385392894,0.33045690343176376
"frozenset({'Income_<3L', 'Marital_Widowed', 'Premium_15'})",frozenset({'Benefit_25'}),0.016666666666666666,0.2900462962962963,0.010185185185185186,0.6111111111111112,2.1069433359936154,1.0,0.005351080246913581,1.8255952380952383,0.5342835130970724,0.03434816549570648,0.452233452885556,0.3231134166888357
"frozenset({'Income_<3L', 'Premium_15', 'Occupation_Farmer'})",frozenset({'Benefit_25'}),0.008333333333333333,0.2900462962962963,0.005787037037037037,0.6944444444444444,2.3942537909018355,1.0,0.003369984567901234,2.3234848484848483,0.5872268907563025,0.019778481012658226,0.5696119986957939,0.35719827968431317
